doc_id,answer_id,question_id,title,question_body,answer_body,tags,answer_score,accepted_answer,comment_count,question_view_count,answer_count,owner_user_id,question_owner_user_id,commenter_user_ids,author_reputation,creation_date,last_activity_date,source,url,aspect,combined_text,age_days
sample-a1017,1017,508,What records do I need for investment taxes?,Community question about what records do i need for investment taxes?,"Most brokers track basis now, but verify it for transferred or inherited positions.",tax investing capital-gains,25,False,3,16973,2,311,409,409 301 303,5000,2023-03-15 00:00:00+00:00,2023-03-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/508#answer-1017,tax,"What records do I need for investment taxes? Community question about what records do i need for investment taxes? Most brokers track basis now, but verify it for transferred or inherited positions. tax investing capital-gains",1176
sample-a1018,1018,509,Should I invest in ETFs or individual stocks?,Community question about should i invest in etfs or individual stocks?,"For most investors, diversified low-cost ETFs cut idiosyncratic risk and need less monitoring than single stocks.",etf stocks investing diversification,47,True,4,46608,3,301,410,410 302,41000,2023-07-15 00:00:00+00:00,2023-07-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/509#answer-1018,investing,"Should I invest in ETFs or individual stocks? Community question about should i invest in etfs or individual stocks? For most investors, diversified low-cost ETFs cut idiosyncratic risk and need less monitoring than single stocks. etf stocks investing diversification",1054
sample-a1019,1019,509,Should I invest in ETFs or individual stocks?,Community question about should i invest in etfs or individual stocks?,"Individual stocks can fit if you understand concentration risk, position sizing and the tax consequences.",etf stocks investing diversification,38,False,5,46608,3,302,410,410 303,38000,2023-12-15 00:00:00+00:00,2023-12-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/509#answer-1019,investing,"Should I invest in ETFs or individual stocks? Community question about should i invest in etfs or individual stocks? Individual stocks can fit if you understand concentration risk, position sizing and the tax consequences. etf stocks investing diversification",901
sample-a1020,1020,509,Should I invest in ETFs or individual stocks?,Community question about should i invest in etfs or individual stocks?,A core ETF portfolio plus a small satellite of stocks is a common compromise.,etf stocks investing diversification,38,False,9,46608,3,301,410,410 303,41000,2024-11-15 00:00:00+00:00,2024-11-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/509#answer-1020,investing,Should I invest in ETFs or individual stocks? Community question about should i invest in etfs or individual stocks? A core ETF portfolio plus a small satellite of stocks is a common compromise. etf stocks investing diversification,565
sample-a1021,1021,510,Is dollar cost averaging better than lump sum?,Community question about is dollar cost averaging better than lump sum?,"Historically lump sum has a higher expected return, but averaging reduces timing risk and regret.",investing dollar-cost-averaging risk,45,True,7,33829,2,301,411,411 303 302,41000,2022-04-15 00:00:00+00:00,2022-04-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/510#answer-1021,investing,"Is dollar cost averaging better than lump sum? Community question about is dollar cost averaging better than lump sum? Historically lump sum has a higher expected return, but averaging reduces timing risk and regret. investing dollar-cost-averaging risk",1510
sample-a1022,1022,510,Is dollar cost averaging better than lump sum?,Community question about is dollar cost averaging better than lump sum?,"If the money is already in cash, averaging it in over a few months is a reasonable behavioural compromise.",investing dollar-cost-averaging risk,24,False,3,33829,2,301,411,411 302,41000,2022-06-15 00:00:00+00:00,2022-06-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/510#answer-1022,investing,"Is dollar cost averaging better than lump sum? Community question about is dollar cost averaging better than lump sum? If the money is already in cash, averaging it in over a few months is a reasonable behavioural compromise. investing dollar-cost-averaging risk",1449
sample-a1023,1023,511,What fees matter when choosing an ETF?,Community question about what fees matter when choosing an etf?,"Expense ratio first, then bid-ask spread, tracking error and any platform commission.",etf investing fees,21,False,8,45144,2,304,412,412 301 302,22000,2025-01-15 00:00:00+00:00,2025-01-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/511#answer-1023,investing,"What fees matter when choosing an ETF? Community question about what fees matter when choosing an etf? Expense ratio first, then bid-ask spread, tracking error and any platform commission. etf investing fees",504
sample-a1024,1024,511,What fees matter when choosing an ETF?,Community question about what fees matter when choosing an etf?,A 0.5% vs 0.05% expense ratio compounds into a large gap over decades.,etf investing fees,44,True,3,45144,2,301,412,412 303 302,41000,2023-11-15 00:00:00+00:00,2023-11-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/511#answer-1024,investing,What fees matter when choosing an ETF? Community question about what fees matter when choosing an etf? A 0.5% vs 0.05% expense ratio compounds into a large gap over decades. etf investing fees,931
sample-a1025,1025,512,What should I do if I think an investment is a scam?,Community question about what should i do if i think an investment is a scam?,"Stop sending money, preserve all records, verify registration with the regulator, and report the suspected fraud.",scam fraud risk investing,43,True,1,39073,2,303,413,413,35000,2024-08-15 00:00:00+00:00,2024-08-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/512#answer-1025,risk,"What should I do if I think an investment is a scam? Community question about what should i do if i think an investment is a scam? Stop sending money, preserve all records, verify registration with the regulator, and report the suspected fraud. scam fraud risk investing",657
sample-a1026,1026,512,What should I do if I think an investment is a scam?,Community question about what should i do if i think an investment is a scam?,Guaranteed high returns and pressure to act fast are classic warning signs; a cautious answer beats optimism here.,scam fraud risk investing,29,False,1,39073,2,303,413,413,35000,2025-06-15 00:00:00+00:00,2025-06-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/512#answer-1026,risk,What should I do if I think an investment is a scam? Community question about what should i do if i think an investment is a scam? Guaranteed high returns and pressure to act fast are classic warning signs; a cautious answer beats optimism here. scam fraud risk investing,353
sample-a1027,1027,513,How do I avoid investment fraud?,Community question about how do i avoid investment fraud?,"Check the seller's registration, be sceptical of guaranteed returns, and never let urgency rush a decision.",scam fraud risk,40,True,3,41838,2,303,414,414 302,35000,2023-12-15 00:00:00+00:00,2023-12-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/513#answer-1027,risk,"How do I avoid investment fraud? Community question about how do i avoid investment fraud? Check the seller's registration, be sceptical of guaranteed returns, and never let urgency rush a decision. scam fraud risk",901
sample-a1028,1028,513,How do I avoid investment fraud?,Community question about how do i avoid investment fraud?,"If you cannot independently verify where returns come from, treat it as a red flag.",scam fraud risk,37,False,0,41838,2,303,414,,35000,2025-02-15 00:00:00+00:00,2025-02-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/513#answer-1028,risk,"How do I avoid investment fraud? Community question about how do i avoid investment fraud? If you cannot independently verify where returns come from, treat it as a red flag. scam fraud risk",473
sample-a1029,1029,514,Should I use a Roth or traditional retirement account?,Community question about should i use a roth or traditional retirement account?,Compare your marginal tax rate now with the rate you expect in retirement; Roth favours paying tax while rates are low.,retirement tax roth ira,26,False,3,18947,2,307,415,415 303 302,15000,2025-04-15 00:00:00+00:00,2025-04-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/514#answer-1029,retirement,Should I use a Roth or traditional retirement account? Community question about should i use a roth or traditional retirement account? Compare your marginal tax rate now with the rate you expect in retirement; Roth favours paying tax while rates are low. retirement tax roth ira,414
sample-a1030,1030,514,Should I use a Roth or traditional retirement account?,Community question about should i use a roth or traditional retirement account?,Many people split contributions to hedge against future tax-rate uncertainty.,retirement tax roth ira,48,True,3,18947,2,301,415,415 302,41000,2023-09-15 00:00:00+00:00,2023-09-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/514#answer-1030,retirement,Should I use a Roth or traditional retirement account? Community question about should i use a roth or traditional retirement account? Many people split contributions to hedge against future tax-rate uncertainty. retirement tax roth ira,992
sample-a1031,1031,515,When should I prioritise retirement contributions?,Community question about when should i prioritise retirement contributions?,"After high-interest debt and a starter emergency fund, capture the full employer match before anything else.",retirement investing saving,49,True,7,9830,2,302,416,416 301,38000,2025-10-15 00:00:00+00:00,2025-10-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/515#answer-1031,retirement,"When should I prioritise retirement contributions? Community question about when should i prioritise retirement contributions? After high-interest debt and a starter emergency fund, capture the full employer match before anything else. retirement investing saving",231
sample-a1032,1032,515,When should I prioritise retirement contributions?,Community question about when should i prioritise retirement contributions?,"Tax-advantaged space is use-it-or-lose-it each year, so fill it early when you can.",retirement investing saving,26,False,7,9830,2,307,416,416 303 302,15000,2024-02-15 00:00:00+00:00,2024-02-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/515#answer-1032,retirement,"When should I prioritise retirement contributions? Community question about when should i prioritise retirement contributions? Tax-advantaged space is use-it-or-lose-it each year, so fill it early when you can. retirement investing saving",839
sample-a1033,1033,516,How can I improve my credit score?,Community question about how can i improve my credit score?,"Pay on time, keep utilisation low, avoid unnecessary applications and check your reports for errors.",credit-score credit-card debt,52,True,3,20891,2,301,417,417 302,41000,2024-11-15 00:00:00+00:00,2024-11-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/516#answer-1033,credit,"How can I improve my credit score? Community question about how can i improve my credit score? Pay on time, keep utilisation low, avoid unnecessary applications and check your reports for errors. credit-score credit-card debt",565
sample-a1034,1034,516,How can I improve my credit score?,Community question about how can i improve my credit score?,"Length of history helps, so keep your oldest card open even if you rarely use it.",credit-score credit-card debt,31,False,1,20891,2,303,417,417,35000,2024-12-15 00:00:00+00:00,2024-12-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/516#answer-1034,credit,"How can I improve my credit score? Community question about how can i improve my credit score? Length of history helps, so keep your oldest card open even if you rarely use it. credit-score credit-card debt",535
sample-a1035,1035,517,How much credit utilisation is healthy?,Community question about how much credit utilisation is healthy?,"Keeping reported utilisation under about 30%, and ideally under 10%, helps your score.",credit-score credit-card,52,True,1,49670,2,301,418,418,41000,2024-07-15 00:00:00+00:00,2024-07-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/517#answer-1035,credit,"How much credit utilisation is healthy? Community question about how much credit utilisation is healthy? Keeping reported utilisation under about 30%, and ideally under 10%, helps your score. credit-score credit-card",688
sample-a1036,1036,517,How much credit utilisation is healthy?,Community question about how much credit utilisation is healthy?,Paying before the statement date lowers the balance that gets reported.,credit-score credit-card,22,False,2,49670,2,303,418,418 301,35000,2022-03-15 00:00:00+00:00,2022-03-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/517#answer-1036,credit,How much credit utilisation is healthy? Community question about how much credit utilisation is healthy? Paying before the statement date lowers the balance that gets reported. credit-score credit-card,1541
sample-a1037,1037,518,Should I keep cash or buy bonds for short-term savings?,Community question about should i keep cash or buy bonds for short-term savings?,"For short horizons, liquidity and safety beat yield; Treasury bills or a high-yield account usually fit.",saving bonds treasury emergency-fund,28,False,5,48080,2,310,419,419 301 303,7000,2022-01-15 00:00:00+00:00,2022-01-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/518#answer-1037,saving,"Should I keep cash or buy bonds for short-term savings? Community question about should i keep cash or buy bonds for short-term savings? For short horizons, liquidity and safety beat yield; Treasury bills or a high-yield account usually fit. saving bonds treasury emergency-fund",1600
sample-a1038,1038,518,Should I keep cash or buy bonds for short-term savings?,Community question about should i keep cash or buy bonds for short-term savings?,Match the bond maturity to when you need the money to avoid selling at a loss.,saving bonds treasury emergency-fund,39,True,8,48080,2,305,419,419 303 301,19000,2024-04-15 00:00:00+00:00,2024-04-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/518#answer-1038,saving,Should I keep cash or buy bonds for short-term savings? Community question about should i keep cash or buy bonds for short-term savings? Match the bond maturity to when you need the money to avoid selling at a loss. saving bonds treasury emergency-fund,779
sample-a1039,1039,519,Do I need a financial advisor?,Community question about do i need a financial advisor?,"A fee-only fiduciary helps with complex tax, estate or retirement planning; simple investing may only need a low-cost index fund.",advisor investing retirement fees,58,True,3,27199,2,301,420,420 303 302,41000,2024-09-15 00:00:00+00:00,2024-09-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/519#answer-1039,investing,"Do I need a financial advisor? Community question about do i need a financial advisor? A fee-only fiduciary helps with complex tax, estate or retirement planning; simple investing may only need a low-cost index fund. advisor investing retirement fees",626
sample-a1040,1040,519,Do I need a financial advisor?,Community question about do i need a financial advisor?,Avoid commission-based salespeople; understand exactly how any advisor is paid.,advisor investing retirement fees,34,False,2,27199,2,302,420,420 301,38000,2024-11-15 00:00:00+00:00,2024-11-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/519#answer-1040,investing,Do I need a financial advisor? Community question about do i need a financial advisor? Avoid commission-based salespeople; understand exactly how any advisor is paid. advisor investing retirement fees,565
sample-a1041,1041,520,How do I start investing with little money?,Community question about how do i start investing with little money?,Start with a broad low-cost index ETF and automatic monthly contributions; consistency matters more than size.,investing etf beginner,21,False,8,42853,2,304,421,421 303 301,22000,2024-03-15 00:00:00+00:00,2024-03-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/520#answer-1041,investing,How do I start investing with little money? Community question about how do i start investing with little money? Start with a broad low-cost index ETF and automatic monthly contributions; consistency matters more than size. investing etf beginner,810
sample-a1042,1042,520,How do I start investing with little money?,Community question about how do i start investing with little money?,"Many brokers allow fractional shares, so you can begin with very small amounts.",investing etf beginner,42,True,2,42853,2,301,421,421 303,41000,2024-10-15 00:00:00+00:00,2024-10-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/520#answer-1042,investing,"How do I start investing with little money? Community question about how do i start investing with little money? Many brokers allow fractional shares, so you can begin with very small amounts. investing etf beginner",596
sample-a1043,1043,521,Should I pay extra on my mortgage or invest?,Community question about should i pay extra on my mortgage or invest?,Compare the mortgage rate with your expected after-tax return and your risk tolerance; there is no single right answer.,mortgage investing debt,38,False,0,14953,2,302,422,,38000,2024-01-15 00:00:00+00:00,2024-01-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/521#answer-1043,mortgage,Should I pay extra on my mortgage or invest? Community question about should i pay extra on my mortgage or invest? Compare the mortgage rate with your expected after-tax return and your risk tolerance; there is no single right answer. mortgage investing debt,870
sample-a1044,1044,521,Should I pay extra on my mortgage or invest?,Community question about should i pay extra on my mortgage or invest?,Paying down a low fixed-rate mortgage is a guaranteed but modest return; investing has higher expected but uncertain returns.,mortgage investing debt,45,True,8,14953,2,301,422,422 302,41000,2022-08-15 00:00:00+00:00,2022-08-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/521#answer-1044,mortgage,Should I pay extra on my mortgage or invest? Community question about should i pay extra on my mortgage or invest? Paying down a low fixed-rate mortgage is a guaranteed but modest return; investing has higher expected but uncertain returns. mortgage investing debt,1388
sample-a1045,1045,522,How do I budget on an irregular income?,Community question about how do i budget on an irregular income?,"Budget on your lowest typical month, hold a larger buffer, and pay yourself a steady 'salary' from a holding account.",budgeting saving emergency-fund,32,False,8,37644,2,305,423,423 302 301,19000,2025-09-15 00:00:00+00:00,2025-09-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/522#answer-1045,saving,"How do I budget on an irregular income? Community question about how do i budget on an irregular income? Budget on your lowest typical month, hold a larger buffer, and pay yourself a steady 'salary' from a holding account. budgeting saving emergency-fund",261
sample-a1046,1046,522,How do I budget on an irregular income?,Community question about how do i budget on an irregular income?,Separate fixed bills from variable spending so lean months are predictable.,budgeting saving emergency-fund,49,True,8,37644,2,302,423,423 301,38000,2023-07-15 00:00:00+00:00,2023-07-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/522#answer-1046,saving,How do I budget on an irregular income? Community question about how do i budget on an irregular income? Separate fixed bills from variable spending so lean months are predictable. budgeting saving emergency-fund,1054
